time,key,x,y,z,roll,pitch,yaw,roll_vel,pitch_vel
13.952000,315,-4.479204,0.127064,1.002077,0.001273,0.071662,-3.114947,-0.000014,-0.000006
13.960000,315,-4.487228,0.126998,1.002288,0.001273,0.071662,-3.114945,-0.000014,-0.000006
13.968000,315,-4.495253,0.126932,1.002496,0.001273,0.071662,-3.114944,-0.000014,-0.000006
13.976000,315,-4.503278,0.126866,1.002701,0.001273,0.071662,-3.114943,-0.000014,-0.000006
13.984000,315,-4.511304,0.126799,1.002903,0.001273,0.071662,-3.114941,-0.000014,-0.000006
13.992000,315,-4.519331,0.126733,1.003102,0.001273,0.071662,-3.114940,-0.000014,-0.000006
14.000000,315,-4.527358,0.126667,1.003298,0.001273,0.071662,-3.114939,-0.000014,-0.000006
14.008000,315,-4.535385,0.126601,1.003492,0.001273,0.071662,-3.114937,-0.000013,-0.000006
14.016000,315,-4.543414,0.126534,1.003682,0.001273,0.071662,-3.114936,-0.000013,-0.000006
14.024000,315,-4.551442,0.126468,1.003870,0.001273,0.071662,-3.114935,-0.000013,-0.000006
14.032000,315,-4.559472,0.126401,1.004055,0.001273,0.071662,-3.114933,-0.000013,-0.000005
14.040000,315,-4.567501,0.126335,1.004236,0.001273,0.071662,-3.114932,-0.000013,-0.000005
14.048000,315,-4.575532,0.126269,1.004415,0.001273,0.071662,-3.114931,-0.000013,-0.000005
14.056000,315,-4.583563,0.126202,1.004592,0.001273,0.071662,-3.114929,-0.000013,-0.000005
14.064000,315,-4.591594,0.126136,1.004765,0.001273,0.071662,-3.114928,-0.000013,-0.000005
14.072000,315,-4.599626,0.126069,1.004935,0.001273,0.071662,-3.114926,-0.000013,-0.000005
14.080000,315,-4.607658,0.126002,1.005103,0.001273,0.071661,-3.114925,-0.000013,-0.000005
14.088000,315,-4.615691,0.125936,1.005268,0.001273,0.071661,-3.114924,-0.000013,-0.000005
14.096000,315,-4.623725,0.125869,1.005430,0.001273,0.071661,-3.114922,-0.000013,-0.000005
14.104000,315,-4.631759,0.125802,1.005589,0.001273,0.071661,-3.114921,-0.000013,-0.000005
14.112000,315,-4.639793,0.125736,1.005745,0.001273,0.071661,-3.114920,-0.000013,-0.000005
14.120000,315,-4.647828,0.125669,1.005899,0.001273,0.071661,-3.114918,-0.000013,-0.000005
14.128000,315,-4.655864,0.125602,1.006050,0.001273,0.071661,-3.114917,-0.000013,-0.000004
14.136000,315,-4.663900,0.125535,1.006198,0.001273,0.071661,-3.114916,-0.000013,-0.000004
14.144000,315,-4.671936,0.125468,1.006343,0.001273,0.071661,-3.114914,-0.000013,-0.000004
14.152000,315,-4.679973,0.125402,1.006485,0.001273,0.071661,-3.114913,-0.000013,-0.000004
14.160000,315,-4.688011,0.125335,1.006625,0.001273,0.071661,-3.114912,-0.000013,-0.000004
14.168000,315,-4.696049,0.125268,1.006762,0.001273,0.071661,-3.114910,-0.000013,-0.000004
14.176000,315,-4.704087,0.125201,1.006896,0.001273,0.071661,-3.114909,-0.000013,-0.000004
14.184000,315,-4.712126,0.125134,1.007027,0.001273,0.071661,-3.114908,-0.000013,-0.000004
14.192000,315,-4.720166,0.125067,1.007156,0.001273,0.071661,-3.114906,-0.000013,-0.000004
14.200000,315,-4.728205,0.125000,1.007282,0.001273,0.071661,-3.114905,-0.000013,-0.000004
14.208000,315,-4.736246,0.124933,1.007405,0.001273,0.071661,-3.114904,-0.000013,-0.000004
14.216000,315,-4.744287,0.124865,1.007525,0.001273,0.071661,-3.114902,-0.000013,-0.000004
14.224000,315,-4.752328,0.124798,1.007643,0.001273,0.071661,-3.114901,-0.000013,-0.000003
14.232000,315,-4.760370,0.124731,1.007758,0.001273,0.071661,-3.114900,-0.000013,-0.000003
14.240000,315,-4.768412,0.124664,1.007870,0.001273,0.071661,-3.114898,-0.000013,-0.000003
14.248000,315,-4.776454,0.124597,1.007980,0.001273,0.071661,-3.114897,-0.000013,-0.000003
14.256000,315,-4.784498,0.124529,1.008087,0.001273,0.071661,-3.114896,-0.000013,-0.000003
14.264000,315,-4.792541,0.124462,1.008191,0.001273,0.071661,-3.114894,-0.000013,-0.000003
14.272000,315,-4.800585,0.124395,1.008293,0.001273,0.071661,-3.114893,-0.000013,-0.000003
14.280000,315,-4.808630,0.124327,1.008392,0.001273,0.071661,-3.114892,-0.000013,-0.000003
14.288000,315,-4.816674,0.124260,1.008488,0.001273,0.071661,-3.114890,-0.000013,-0.000003
14.296000,315,-4.824720,0.124193,1.008582,0.001273,0.071661,-3.114889,-0.000013,-0.000003
14.304000,315,-4.832765,0.124125,1.008673,0.001273,0.071661,-3.114888,-0.000013,-0.000003
14.312000,315,-4.840812,0.124058,1.008762,0.001273,0.071661,-3.114886,-0.000013,-0.000003
14.320000,315,-4.848858,0.123990,1.008847,0.001273,0.071661,-3.114885,-0.000012,-0.000003
14.328000,315,-4.856905,0.123923,1.008931,0.001273,0.071661,-3.114884,-0.000012,-0.000002
14.336000,315,-4.864953,0.123855,1.009012,0.001273,0.071661,-3.114882,-0.000012,-0.000002
14.344000,315,-4.873001,0.123788,1.009090,0.001273,0.071660,-3.114881,-0.000012,-0.000002
14.352000,315,-4.881049,0.123720,1.009165,0.001273,0.071660,-3.114880,-0.000012,-0.000002
14.360000,315,-4.889098,0.123652,1.009238,0.001273,0.071660,-3.114878,-0.000012,-0.000002
14.368000,315,-4.897147,0.123585,1.009309,0.001273,0.071660,-3.114877,-0.000012,-0.000002
14.376000,315,-4.905196,0.123517,1.009377,0.001273,0.071660,-3.114876,-0.000012,-0.000002
14.384000,315,-4.913246,0.123449,1.009442,0.001273,0.071660,-3.114875,-0.000012,-0.000002
14.392000,315,-4.921297,0.123381,1.009505,0.001273,0.071660,-3.114873,-0.000012,-0.000002
14.400000,315,-4.929347,0.123314,1.009566,0.001273,0.071660,-3.114872,-0.000012,-0.000002
14.408000,315,-4.937398,0.123246,1.009623,0.001273,0.071660,-3.114871,-0.000012,-0.000002
14.416000,315,-4.945450,0.123178,1.009679,0.001273,0.071660,-3.114869,-0.000012,-0.000002
14.424000,315,-4.953502,0.123110,1.009732,0.001273,0.071660,-3.114868,-0.000012,-0.000002
14.432000,315,-4.961554,0.123042,1.009782,0.001273,0.071660,-3.114867,-0.000012,-0.000002
14.440000,315,-4.969607,0.122974,1.009830,0.001273,0.071660,-3.114865,-0.000012,-0.000001
14.448000,315,-4.977660,0.122906,1.009876,0.001273,0.071660,-3.114864,-0.000012,-0.000001
14.456000,315,-4.985713,0.122838,1.009919,0.001273,0.071660,-3.114863,-0.000012,-0.000001
14.464000,315,-4.993767,0.122770,1.009960,0.001273,0.071660,-3.114861,-0.000012,-0.000001
14.472000,315,-5.001822,0.122702,1.009998,0.001273,0.071660,-3.114860,-0.000012,-0.000001
14.480000,315,-5.009876,0.122634,1.010034,0.001273,0.071660,-3.114859,-0.000012,-0.000001
14.488000,315,-5.017931,0.122566,1.010068,0.001273,0.071660,-3.114857,-0.000012,-0.000001
14.496000,315,-5.025987,0.122498,1.010099,0.001273,0.071660,-3.114856,-0.000012,-0.000001
14.504000,315,-5.034042,0.122430,1.010128,0.001273,0.071660,-3.114855,-0.000012,-0.000001
14.512000,315,-5.042098,0.122362,1.010154,0.001273,0.071660,-3.114853,-0.000012,-0.000001
14.520000,315,-5.050155,0.122294,1.010179,0.001273,0.071660,-3.114852,-0.000012,-0.000001
14.528000,315,-5.058212,0.122226,1.010200,0.001273,0.071660,-3.114851,-0.000012,-0.000001
14.536000,315,-5.066269,0.122157,1.010220,0.001273,0.071660,-3.114849,-0.000012,-0.000001
14.544000,315,-5.074327,0.122089,1.010237,0.001273,0.071660,-3.114848,-0.000012,-0.000001
14.552000,315,-5.082385,0.122021,1.010252,0.001273,0.071660,-3.114847,-0.000012,-0.000000
14.560000,315,-5.090443,0.121952,1.010265,0.001273,0.071660,-3.114846,-0.000012,-0.000000
14.568000,315,-5.098501,0.121884,1.010275,0.001273,0.071660,-3.114844,-0.000012,-0.000000
14.576000,315,-5.106560,0.121816,1.010283,0.001273,0.071660,-3.114843,-0.000012,-0.000000
14.584000,315,-5.114620,0.121747,1.010289,0.001273,0.071660,-3.114842,-0.000012,-0.000000
14.592000,315,-5.122680,0.121679,1.010293,0.001273,0.071660,-3.114840,-0.000012,-0.000000
14.600000,315,-5.130740,0.121610,1.010294,0.001273,0.071660,-3.114839,-0.000012,-0.000000
14.608000,315,-5.138800,0.121542,1.010293,0.001273,0.071660,-3.114838,-0.000012,-0.000000
14.616000,315,-5.146861,0.121474,1.010290,0.001273,0.071660,-3.114836,-0.000012,0.000000
14.624000,315,-5.154922,0.121405,1.010285,0.001273,0.071660,-3.114835,-0.000012,0.000000
14.632000,315,-5.162983,0.121336,1.010278,0.001273,0.071660,-3.114834,-0.000012,0.000000
14.640000,315,-5.171045,0.121268,1.010268,0.001273,0.071660,-3.114832,-0.000012,0.000000
14.648000,315,-5.179107,0.121199,1.010257,0.001273,0.071660,-3.114831,-0.000012,0.000000
14.656000,315,-5.187169,0.121131,1.010243,0.001273,0.071660,-3.114830,-0.000012,0.000000
14.664000,315,-5.195232,0.121062,1.010227,0.001273,0.071660,-3.114829,-0.000012,0.000000
14.672000,315,-5.203295,0.120993,1.010209,0.001273,0.071660,-3.114827,-0.000012,0.000000
14.680000,315,-5.211359,0.120925,1.010189,0.001273,0.071660,-3.114826,-0.000012,0.000001
14.688000,315,-5.219422,0.120856,1.010167,0.001273,0.071660,-3.114825,-0.000011,0.000001
14.696000,315,-5.227486,0.120787,1.010142,0.001273,0.071660,-3.114823,-0.000011,0.000001
14.704000,315,-5.235551,0.120718,1.010116,0.001273,0.071660,-3.114822,-0.000011,0.000001
14.712000,315,-5.243616,0.120650,1.010088,0.001273,0.071660,-3.114821,-0.000011,0.000001
14.720000,315,-5.251681,0.120581,1.010057,0.001273,0.071660,-3.114819,-0.000011,0.000001
14.728000,315,-5.259746,0.120512,1.010025,0.001273,0.071660,-3.114818,-0.000011,0.000001
14.736000,315,-5.267812,0.120443,1.009991,0.001273,0.071660,-3.114817,-0.000011,0.000001
14.744000,315,-5.275878,0.120374,1.009954,0.001273,0.071660,-3.114816,-0.000011,0.000001
14.752000,315,-5.283944,0.120305,1.009916,0.001273,0.071660,-3.114814,-0.000011,0.000001
14.760000,315,-5.292010,0.120236,1.009875,0.001273,0.071660,-3.114813,-0.000011,0.000001
14.768000,315,-5.300077,0.120167,1.009833,0.001273,0.071660,-3.114812,-0.000011,0.000001
14.776000,315,-5.308145,0.120098,1.009789,0.001273,0.071660,-3.114810,-0.000011,0.000001
14.784000,315,-5.316212,0.120029,1.009743,0.001273,0.071660,-3.114809,-0.000011,0.000001
14.792000,315,-5.324280,0.119960,1.009695,0.001273,0.071660,-3.114808,-0.000011,0.000001
14.800000,315,-5.332348,0.119891,1.009645,0.001273,0.071660,-3.114806,-0.000011,0.000001
14.808000,315,-5.340417,0.119822,1.009593,0.001273,0.071660,-3.114805,-0.000011,0.000001
14.816000,315,-5.348485,0.119753,1.009539,0.001273,0.071660,-3.114804,-0.000011,0.000001
14.824000,315,-5.356554,0.119684,1.009483,0.001273,0.071660,-3.114803,-0.000011,0.000002
14.832000,315,-5.364624,0.119615,1.009426,0.001273,0.071660,-3.114801,-0.000011,0.000002
14.840000,315,-5.372693,0.119546,1.009367,0.001273,0.071660,-3.114800,-0.000011,0.000002
14.848000,315,-5.380763,0.119477,1.009305,0.001273,0.071660,-3.114799,-0.000011,0.000002
14.856000,315,-5.388834,0.119407,1.009243,0.001273,0.071660,-3.114797,-0.000011,0.000002
14.864000,315,-5.396904,0.119338,1.009178,0.001273,0.071660,-3.114796,-0.000011,0.000002
14.872000,315,-5.404975,0.119269,1.009111,0.001273,0.071660,-3.114795,-0.000011,0.000002
14.880000,315,-5.413046,0.119200,1.009043,0.001273,0.071660,-3.114793,-0.000011,0.000002
14.888000,315,-5.421117,0.119130,1.008973,0.001273,0.071660,-3.114792,-0.000011,0.000002
14.896000,315,-5.429189,0.119061,1.008901,0.001273,0.071660,-3.114791,-0.000011,0.000002
14.904000,315,-5.437261,0.118992,1.008828,0.001273,0.071660,-3.114790,-0.000011,0.000002
14.912000,315,-5.445333,0.118922,1.008753,0.001273,0.071660,-3.114788,-0.000011,0.000002
14.920000,315,-5.453406,0.118853,1.008676,0.001273,0.071660,-3.114787,-0.000011,0.000002
14.928000,315,-5.461479,0.118783,1.008597,0.001273,0.071660,-3.114786,-0.000011,0.000002
14.936000,315,-5.469552,0.118714,1.008517,0.001273,0.071660,-3.114784,-0.000011,0.000002
14.944000,315,-5.477625,0.118645,1.008435,0.001273,0.071660,-3.114783,-0.000011,0.000002
14.952000,315,-5.485699,0.118575,1.008352,0.001273,0.071660,-3.114782,-0.000011,0.000002
14.960000,315,-5.493773,0.118506,1.008266,0.001273,0.071661,-3.114781,-0.000011,0.000002
14.968000,315,-5.501847,0.118436,1.008180,0.001273,0.071661,-3.114779,-0.000011,0.000002
14.976000,315,-5.509921,0.118366,1.008091,0.001273,0.071661,-3.114778,-0.000011,0.000003
14.984000,315,-5.517996,0.118297,1.008001,0.001273,0.071661,-3.114777,-0.000011,0.000003
14.992000,315,-5.526071,0.118227,1.007910,0.001273,0.071661,-3.114775,-0.000011,0.000003
15.000000,315,-5.534146,0.118158,1.007817,0.001273,0.071661,-3.114774,-0.000011,0.000003
15.008000,315,-5.542222,0.118088,1.007722,0.001273,0.071661,-3.114773,-0.000011,0.000003
15.016000,315,-5.550298,0.118018,1.007626,0.001273,0.071661,-3.114771,-0.000011,0.000003
15.024000,315,-5.558374,0.117949,1.007528,0.001273,0.071661,-3.114770,-0.000011,0.000003
15.032000,315,-5.566450,0.117879,1.007429,0.001273,0.071661,-3.114769,-0.000011,0.000003
15.040000,315,-5.574527,0.117809,1.007328,0.001273,0.071661,-3.114768,-0.000011,0.000003
15.048000,315,-5.582604,0.117740,1.007226,0.001273,0.071661,-3.114766,-0.000011,0.000003
15.056000,315,-5.590681,0.117670,1.007123,0.001273,0.071661,-3.114765,-0.000011,0.000003
15.064000,315,-5.598759,0.117600,1.007018,0.001273,0.071661,-3.114764,-0.000011,0.000003
15.072000,315,-5.606836,0.117530,1.006911,0.001273,0.071661,-3.114762,-0.000011,0.000003
15.080000,315,-5.614914,0.117460,1.006803,0.001273,0.071661,-3.114761,-0.000011,0.000003
15.088000,315,-5.622993,0.117391,1.006694,0.001273,0.071661,-3.114760,-0.000011,0.000003
15.096000,315,-5.631071,0.117321,1.006583,0.001273,0.071661,-3.114759,-0.000011,0.000003
15.104000,315,-5.639150,0.117251,1.006471,0.001273,0.071661,-3.114757,-0.000011,0.000003
15.112000,315,-5.647229,0.117181,1.006358,0.001273,0.071661,-3.114756,-0.000011,0.000003
15.120000,315,-5.655308,0.117111,1.006243,0.001273,0.071661,-3.114755,-0.000011,0.000003
15.128000,315,-5.663388,0.117041,1.006127,0.001273,0.071661,-3.114753,-0.000011,0.000003
15.136000,315,-5.671467,0.116971,1.006009,0.001273,0.071661,-3.114752,-0.000011,0.000003
15.144000,315,-5.679547,0.116901,1.005891,0.001273,0.071661,-3.114751,-0.000011,0.000003
15.152000,315,-5.687628,0.116831,1.005771,0.001273,0.071661,-3.114750,-0.000011,0.000003
15.160000,315,-5.695708,0.116761,1.005649,0.001273,0.071661,-3.114748,-0.000011,0.000004
15.168000,315,-5.703789,0.116691,1.005527,0.001273,0.071661,-3.114747,-0.000011,0.000004
15.176000,315,-5.711870,0.116621,1.005403,0.001273,0.071661,-3.114746,-0.000011,0.000004
15.184000,315,-5.719951,0.116551,1.005278,0.001273,0.071661,-3.114744,-0.000011,0.000004
15.192000,315,-5.728033,0.116481,1.005152,0.001273,0.071661,-3.114743,-0.000011,0.000004
15.200000,315,-5.736115,0.116410,1.005024,0.001273,0.071661,-3.114742,-0.000011,0.000004
15.208000,315,-5.744197,0.116340,1.004895,0.001273,0.071661,-3.114741,-0.000011,0.000004
15.216000,315,-5.752279,0.116270,1.004766,0.001273,0.071661,-3.114739,-0.000010,0.000004
15.224000,315,-5.760361,0.116200,1.004634,0.001273,0.071661,-3.114738,-0.000010,0.000004
15.232000,315,-5.768444,0.116130,1.004502,0.001273,0.071661,-3.114737,-0.000010,0.000004
15.240000,315,-5.776527,0.116059,1.004369,0.001273,0.071661,-3.114735,-0.000010,0.000004
15.248000,315,-5.784610,0.115989,1.004235,0.001273,0.071661,-3.114734,-0.000010,0.000004
15.256000,315,-5.792694,0.115919,1.004099,0.001273,0.071661,-3.114733,-0.000010,0.000004
15.264000,315,-5.800778,0.115849,1.003962,0.001273,0.071661,-3.114732,-0.000010,0.000004
15.272000,315,-5.808862,0.115778,1.003825,0.001273,0.071661,-3.114730,-0.000010,0.000004
15.280000,315,-5.816946,0.115708,1.003686,0.001273,0.071662,-3.114729,-0.000010,0.000004
15.288000,315,-5.825030,0.115637,1.003546,0.001273,0.071662,-3.114728,-0.000010,0.000004
15.296000,315,-5.833115,0.115567,1.003405,0.001273,0.071662,-3.114727,-0.000010,0.000004
15.304000,315,-5.841200,0.115497,1.003263,0.001273,0.071662,-3.114725,-0.000010,0.000004
15.312000,315,-5.849285,0.115426,1.003120,0.001273,0.071662,-3.114724,-0.000010,0.000004
15.320000,315,-5.857371,0.115356,1.002976,0.001273,0.071662,-3.114723,-0.000010,0.000004
15.328000,315,-5.865456,0.115285,1.002831,0.001273,0.071662,-3.114721,-0.000010,0.000004
15.336000,315,-5.873542,0.115215,1.002685,0.001273,0.071662,-3.114720,-0.000010,0.000004
15.344000,315,-5.881628,0.115144,1.002539,0.001273,0.071662,-3.114719,-0.000010,0.000004
15.352000,315,-5.889714,0.115074,1.002391,0.001273,0.071662,-3.114718,-0.000010,0.000004
15.360000,315,-5.897801,0.115003,1.002242,0.001273,0.071662,-3.114716,-0.000010,0.000004
15.368000,315,-5.905888,0.114933,1.002092,0.001273,0.071662,-3.114715,-0.000010,0.000004
15.376000,315,-5.913975,0.114862,1.001942,0.001273,0.071662,-3.114714,-0.000010,0.000004
15.384000,315,-5.922062,0.114792,1.001790,0.001273,0.071662,-3.114712,-0.000010,0.000004
15.392000,315,-5.930150,0.114721,1.001638,0.001273,0.071662,-3.114711,-0.000010,0.000005
15.400000,315,-5.938237,0.114650,1.001485,0.001273,0.071662,-3.114710,-0.000010,0.000005
15.408000,315,-5.946325,0.114580,1.001331,0.001273,0.071662,-3.114709,-0.000010,0.000005
15.416000,315,-5.954414,0.114509,1.001176,0.001273,0.071662,-3.114707,-0.000010,0.000005
15.424000,315,-5.962502,0.114438,1.001020,0.001273,0.071662,-3.114706,-0.000010,0.000005
15.432000,315,-5.970591,0.114368,1.000864,0.001273,0.071662,-3.114705,-0.000010,0.000005
15.440000,315,-5.978679,0.114297,1.000707,0.001273,0.071662,-3.114704,-0.000010,0.000005
15.448000,315,-5.986769,0.114226,1.000549,0.001273,0.071662,-3.114702,-0.000010,0.000005
15.456000,315,-5.994858,0.114155,1.000390,0.001273,0.071662,-3.114701,-0.000010,0.000005
15.464000,315,-6.002947,0.114085,1.000230,0.001273,0.071662,-3.114700,-0.000010,0.000005
15.472000,315,-6.011037,0.114014,1.000070,0.001273,0.071662,-3.114698,-0.000010,0.000005
15.480000,315,-6.019127,0.113943,0.999909,0.001273,0.071662,-3.114697,-0.000010,0.000005
15.488000,315,-6.027217,0.113872,0.999747,0.001273,0.071662,-3.114696,-0.000010,0.000005
15.496000,315,-6.035308,0.113801,0.999585,0.001273,0.071662,-3.114695,-0.000010,0.000005
15.504000,315,-6.043399,0.113730,0.999422,0.001273,0.071662,-3.114693,-0.000010,0.000005
15.512000,315,-6.051489,0.113659,0.999258,0.001273,0.071663,-3.114692,-0.000010,0.000005
15.520000,315,-6.059581,0.113589,0.999094,0.001273,0.071663,-3.114691,-0.000010,0.000005
15.528000,315,-6.067672,0.113518,0.998929,0.001273,0.071663,-3.114690,-0.000010,0.000005
15.536000,315,-6.075763,0.113447,0.998763,0.001273,0.071663,-3.114688,-0.000010,0.000005
15.544000,315,-6.083855,0.113376,0.998597,0.001273,0.071663,-3.114687,-0.000010,0.000005
15.552000,315,-6.091947,0.113305,0.998430,0.001273,0.071663,-3.114686,-0.000010,0.000005
15.560000,315,-6.100039,0.113234,0.998262,0.001273,0.071663,-3.114684,-0.000010,0.000005
15.568000,315,-6.108132,0.113163,0.998094,0.001273,0.071663,-3.114683,-0.000010,0.000005
15.576000,315,-6.116225,0.113092,0.997925,0.001273,0.071663,-3.114682,-0.000010,0.000005
15.584000,315,-6.124317,0.113021,0.997756,0.001273,0.071663,-3.114681,-0.000010,0.000005
15.592000,315,-6.132410,0.112949,0.997586,0.001273,0.071663,-3.114679,-0.000010,0.000005
15.600000,315,-6.140504,0.112878,0.997416,0.001273,0.071663,-3.114678,-0.000010,0.000005
15.608000,315,-6.148597,0.112807,0.997245,0.001273,0.071663,-3.114677,-0.000010,0.000005
15.616000,315,-6.156691,0.112736,0.997074,0.001273,0.071663,-3.114676,-0.000010,0.000005
15.624000,315,-6.164785,0.112665,0.996902,0.001273,0.071663,-3.114674,-0.000010,0.000005
15.632000,315,-6.172879,0.112594,0.996730,0.001273,0.071663,-3.114673,-0.000010,0.000005
15.640000,315,-6.180974,0.112523,0.996557,0.001273,0.071663,-3.114672,-0.000010,0.000005
15.648000,315,-6.189068,0.112451,0.996384,0.001273,0.071663,-3.114670,-0.000010,0.000005
15.656000,315,-6.197163,0.112380,0.996210,0.001273,0.071663,-3.114669,-0.000010,0.000005
15.664000,315,-6.205258,0.112309,0.996036,0.001273,0.071663,-3.114668,-0.000010,0.000005
15.672000,315,-6.213353,0.112238,0.995862,0.001273,0.071663,-3.114667,-0.000010,0.000005
15.680000,315,-6.221449,0.112166,0.995687,0.001273,0.071663,-3.114665,-0.000010,0.000005
15.688000,315,-6.229544,0.112095,0.995512,0.001274,0.071663,-3.114664,-0.000010,0.000005
15.696000,315,-6.237640,0.112024,0.995336,0.001274,0.071663,-3.114663,-0.000010,0.000005
15.704000,315,-6.245736,0.111952,0.995160,0.001274,0.071663,-3.114662,-0.000010,0.000005
15.712000,315,-6.253833,0.111881,0.994984,0.001274,0.071664,-3.114660,-0.000010,0.000005
15.720000,315,-6.261929,0.111810,0.994808,0.001274,0.071664,-3.114659,-0.000010,0.000005
15.728000,315,-6.270026,0.111738,0.994631,0.001274,0.071664,-3.114658,-0.000010,0.000005
15.736000,315,-6.278123,0.111667,0.994453,0.001274,0.071664,-3.114657,-0.000010,0.000005
15.744000,315,-6.286220,0.111596,0.994276,0.001274,0.071664,-3.114655,-0.000010,0.000005
15.752000,315,-6.294317,0.111524,0.994098,0.001274,0.071664,-3.114654,-0.000010,0.000005
15.760000,315,-6.302415,0.111453,0.993920,0.001274,0.071664,-3.114653,-0.000010,0.000005
15.768000,315,-6.310512,0.111381,0.993741,0.001274,0.071664,-3.114651,-0.000010,0.000005
15.776000,315,-6.318610,0.111310,0.993563,0.001274,0.071664,-3.114650,-0.000010,0.000005
15.784000,315,-6.326709,0.111238,0.993384,0.001274,0.071664,-3.114649,-0.000010,0.000005
15.792000,315,-6.334807,0.111167,0.993205,0.001274,0.071664,-3.114648,-0.000010,0.000006
15.800000,315,-6.342906,0.111095,0.993026,0.001274,0.071664,-3.114646,-0.000010,0.000006
15.808000,315,-6.351004,0.111024,0.992846,0.001274,0.071664,-3.114645,-0.000010,0.000006
15.816000,315,-6.359103,0.110952,0.992666,0.001274,0.071664,-3.114644,-0.000010,0.000006
15.824000,315,-6.367203,0.110881,0.992486,0.001274,0.071664,-3.114643,-0.000010,0.000006
15.832000,315,-6.375302,0.110809,0.992306,0.001274,0.071664,-3.114641,-0.000010,0.000006
15.840000,315,-6.383402,0.110737,0.992126,0.001274,0.071664,-3.114640,-0.000010,0.000006
15.848000,315,-6.391501,0.110666,0.991946,0.001274,0.071664,-3.114639,-0.000010,0.000006
15.856000,315,-6.399601,0.110594,0.991765,0.001274,0.071664,-3.114638,-0.000010,0.000006
15.864000,315,-6.407702,0.110522,0.991585,0.001274,0.071664,-3.114636,-0.000010,0.000006
15.872000,315,-6.415802,0.110451,0.991404,0.001274,0.071664,-3.114635,-0.000010,0.000006
15.880000,315,-6.423903,0.110379,0.991223,0.001274,0.071664,-3.114634,-0.000010,0.000006
15.888000,315,-6.432004,0.110307,0.991043,0.001274,0.071664,-3.114633,-0.000010,0.000006
15.896000,315,-6.440105,0.110235,0.990862,0.001274,0.071665,-3.114631,-0.000010,0.000006
15.904000,315,-6.448206,0.110164,0.990681,0.001274,0.071665,-3.114630,-0.000010,0.000006
15.912000,315,-6.456307,0.110092,0.990500,0.001274,0.071665,-3.114629,-0.000010,0.000006
15.920000,315,-6.464409,0.110020,0.990318,0.001274,0.071665,-3.114627,-0.000010,0.000006
15.928000,315,-6.472511,0.109948,0.990137,0.001274,0.071665,-3.114626,-0.000010,0.000006
15.936000,315,-6.480613,0.109877,0.989956,0.001274,0.071665,-3.114625,-0.000010,0.000006
15.944000,315,-6.488715,0.109805,0.989775,0.001274,0.071665,-3.114624,-0.000010,0.000006
15.952000,315,-6.496817,0.109733,0.989594,0.001274,0.071665,-3.114622,-0.000010,0.000006
15.960000,315,-6.504920,0.109661,0.989413,0.001274,0.071665,-3.114621,-0.000010,0.000006
15.968000,315,-6.513023,0.109589,0.989232,0.001274,0.071665,-3.114620,-0.000010,0.000006
15.976000,315,-6.521126,0.109517,0.989051,0.001274,0.071665,-3.114619,-0.000010,0.000006
15.984000,315,-6.529229,0.109445,0.988870,0.001274,0.071665,-3.114617,-0.000010,0.000006
15.992000,315,-6.537333,0.109373,0.988689,0.001274,0.071665,-3.114616,-0.000010,0.000006
16.000000,315,-6.545436,0.109301,0.988508,0.001274,0.071665,-3.114615,-0.000010,0.000006
16.008000,315,-6.553540,0.109229,0.988327,0.001274,0.071665,-3.114614,-0.000010,0.000006
16.016000,315,-6.561644,0.109157,0.988146,0.001274,0.071665,-3.114612,-0.000010,0.000006
16.024000,315,-6.569749,0.109085,0.987966,0.001274,0.071665,-3.114611,-0.000010,0.000006
16.032000,315,-6.577853,0.109013,0.987785,0.001274,0.071665,-3.114610,-0.000010,0.000006
16.040000,315,-6.585958,0.108941,0.987605,0.001274,0.071665,-3.114609,-0.000010,0.000006
16.048000,315,-6.594062,0.108869,0.987425,0.001274,0.071665,-3.114607,-0.000010,0.000006
16.056000,315,-6.602168,0.108797,0.987245,0.001274,0.071665,-3.114606,-0.000010,0.000006
16.064000,315,-6.610273,0.108725,0.987065,0.001274,0.071665,-3.114605,-0.000010,0.000006
16.072000,315,-6.618378,0.108653,0.986885,0.001274,0.071665,-3.114603,-0.000010,0.000006
16.080000,315,-6.626484,0.108581,0.986705,0.001274,0.071666,-3.114602,-0.000010,0.000006
16.088000,315,-6.634590,0.108509,0.986526,0.001274,0.071666,-3.114601,-0.000010,0.000006
16.096000,315,-6.642696,0.108437,0.986347,0.001274,0.071666,-3.114600,-0.000010,0.000006
16.104000,315,-6.650802,0.108365,0.986168,0.001274,0.071666,-3.114598,-0.000010,0.000006
16.112000,315,-6.658908,0.108292,0.985989,0.001274,0.071666,-3.114597,-0.000010,0.000006
16.120000,315,-6.667015,0.108220,0.985810,0.001274,0.071666,-3.114596,-0.000010,0.000006
16.128000,315,-6.675122,0.108148,0.985632,0.001274,0.071666,-3.114595,-0.000010,0.000006
16.136000,315,-6.683229,0.108076,0.985454,0.001274,0.071666,-3.114593,-0.000010,0.000006
16.144000,315,-6.691336,0.108004,0.985276,0.001274,0.071666,-3.114592,-0.000010,0.000006
16.152000,315,-6.699443,0.107931,0.985098,0.001274,0.071666,-3.114591,-0.000010,0.000006
16.160000,315,-6.707551,0.107859,0.984921,0.001274,0.071666,-3.114590,-0.000010,0.000006
