x,y,z,roll,pitch,yaw
-2.870666,0.136846,0.899393,0.001281,0.071691,-3.115274
-2.878419,0.136791,0.899920,0.001280,0.071691,-3.115272
-2.886175,0.136736,0.900450,0.001280,0.071691,-3.115270
-2.893934,0.136681,0.900982,0.001280,0.071691,-3.115269
-2.901695,0.136625,0.901516,0.001280,0.071690,-3.115267
-2.909458,0.136570,0.902052,0.001280,0.071690,-3.115265
-2.917224,0.136514,0.902591,0.001280,0.071690,-3.115264
-2.924993,0.136458,0.903132,0.001280,0.071690,-3.115262
-2.932764,0.136402,0.903675,0.001280,0.071690,-3.115261
-2.940538,0.136347,0.904220,0.001280,0.071690,-3.115259
-2.948314,0.136291,0.904767,0.001280,0.071689,-3.115257
-2.956092,0.136235,0.905316,0.001280,0.071689,-3.115256
-2.963873,0.136179,0.905866,0.001280,0.071689,-3.115254
-2.971656,0.136123,0.906419,0.001280,0.071689,-3.115252
-2.979442,0.136066,0.906973,0.001280,0.071689,-3.115251
-2.987230,0.136010,0.907529,0.001280,0.071689,-3.115249
-2.995021,0.135954,0.908086,0.001280,0.071688,-3.115248
-3.002813,0.135897,0.908646,0.001280,0.071688,-3.115246
-3.010609,0.135841,0.909206,0.001280,0.071688,-3.115244
-3.018406,0.135784,0.909768,0.001280,0.071688,-3.115243
-3.026206,0.135727,0.910332,0.001280,0.071688,-3.115241
-3.034008,0.135671,0.910897,0.001280,0.071688,-3.115240
-3.041812,0.135614,0.911463,0.001280,0.071687,-3.115238
-3.049619,0.135557,0.912031,0.001279,0.071687,-3.115236
-3.057427,0.135500,0.912600,0.001279,0.071687,-3.115235
-3.065238,0.135443,0.913170,0.001279,0.071687,-3.115233
-3.073052,0.135386,0.913741,0.001279,0.071687,-3.115232
-3.080867,0.135329,0.914313,0.001279,0.071686,-3.115230
-3.088685,0.135272,0.914886,0.001279,0.071686,-3.115229
-3.096504,0.135214,0.915460,0.001279,0.071686,-3.115227
-3.104326,0.135157,0.916035,0.001279,0.071686,-3.115225
-3.112150,0.135100,0.916611,0.001279,0.071686,-3.115224
-3.119976,0.135042,0.917188,0.001279,0.071686,-3.115222
-3.127805,0.134984,0.917765,0.001279,0.071685,-3.115221
-3.135635,0.134927,0.918344,0.001279,0.071685,-3.115219
-3.143467,0.134869,0.918923,0.001279,0.071685,-3.115218
-3.151302,0.134811,0.919502,0.001279,0.071685,-3.115216
-3.159138,0.134753,0.920082,0.001279,0.071685,-3.115214
-3.166977,0.134696,0.920663,0.001279,0.071684,-3.115213
-3.174817,0.134638,0.921244,0.001279,0.071684,-3.115211
-3.182660,0.134579,0.921826,0.001279,0.071684,-3.115210
-3.190504,0.134521,0.922408,0.001279,0.071684,-3.115208
-3.198350,0.134463,0.922991,0.001279,0.071684,-3.115207
-3.206199,0.134405,0.923573,0.001279,0.071684,-3.115205
-3.214049,0.134347,0.924156,0.001279,0.071683,-3.115204
-3.221901,0.134288,0.924739,0.001279,0.071683,-3.115202
-3.229756,0.134230,0.925323,0.001278,0.071683,-3.115200
-3.237612,0.134171,0.925906,0.001278,0.071683,-3.115199
-3.245470,0.134113,0.926490,0.001278,0.071683,-3.115197
-3.253329,0.134054,0.927073,0.001278,0.071683,-3.115196
-3.261191,0.133995,0.927657,0.001278,0.071682,-3.115194
-3.269055,0.133937,0.928241,0.001278,0.071682,-3.115193
-3.276920,0.133878,0.928824,0.001278,0.071682,-3.115191
-3.284787,0.133819,0.929407,0.001278,0.071682,-3.115190
-3.292656,0.133760,0.929991,0.001278,0.071682,-3.115188
-3.300527,0.133701,0.930573,0.001278,0.071681,-3.115187
-3.308399,0.133642,0.931156,0.001278,0.071681,-3.115185
-3.316274,0.133583,0.931738,0.001278,0.071681,-3.115184
-3.324150,0.133524,0.932321,0.001278,0.071681,-3.115182
-3.332027,0.133464,0.932902,0.001278,0.071681,-3.115181
-3.339907,0.133405,0.933483,0.001278,0.071681,-3.115179
-3.347788,0.133346,0.934064,0.001278,0.071680,-3.115178
-3.355671,0.133286,0.934644,0.001278,0.071680,-3.115176
-3.363556,0.133227,0.935224,0.001278,0.071680,-3.115174
-3.371442,0.133167,0.935803,0.001278,0.071680,-3.115173
-3.379330,0.133107,0.936382,0.001278,0.071680,-3.115171
-3.387219,0.133048,0.936960,0.001278,0.071680,-3.115170
-3.395111,0.132988,0.937537,0.001278,0.071679,-3.115168
-3.403003,0.132928,0.938113,0.001278,0.071679,-3.115167
-3.410898,0.132868,0.938689,0.001277,0.071679,-3.115165
-3.418794,0.132808,0.939264,0.001277,0.071679,-3.115164
-3.426692,0.132748,0.939838,0.001277,0.071679,-3.115162
-3.434591,0.132688,0.940411,0.001277,0.071679,-3.115161
-3.442492,0.132628,0.940983,0.001277,0.071678,-3.115159
-3.450394,0.132568,0.941555,0.001277,0.071678,-3.115158
-3.458298,0.132508,0.942125,0.001277,0.071678,-3.115156
-3.466203,0.132448,0.942694,0.001277,0.071678,-3.115155
-3.474110,0.132387,0.943262,0.001277,0.071678,-3.115153
-3.482019,0.132327,0.943830,0.001277,0.071678,-3.115152
-3.489929,0.132267,0.944396,0.001277,0.071678,-3.115150
-3.497840,0.132206,0.944960,0.001277,0.071677,-3.115149
-3.505753,0.132146,0.945524,0.001277,0.071677,-3.115147
-3.513667,0.132085,0.946087,0.001277,0.071677,-3.115146
-3.521583,0.132024,0.946648,0.001277,0.071677,-3.115144
-3.529500,0.131964,0.947208,0.001277,0.071677,-3.115143
-3.537419,0.131903,0.947766,0.001277,0.071677,-3.115141
-3.545339,0.131842,0.948323,0.001277,0.071676,-3.115140
-3.553261,0.131781,0.948879,0.001277,0.071676,-3.115138
-3.561184,0.131720,0.949434,0.001277,0.071676,-3.115137
-3.569108,0.131659,0.949987,0.001277,0.071676,-3.115136
-3.577034,0.131598,0.950538,0.001277,0.071676,-3.115134
-3.584961,0.131537,0.951088,0.001277,0.071676,-3.115133
-3.592889,0.131476,0.951637,0.001277,0.071675,-3.115131
-3.600819,0.131415,0.952184,0.001276,0.071675,-3.115130
-3.608750,0.131354,0.952729,0.001276,0.071675,-3.115128
-3.616682,0.131292,0.953273,0.001276,0.071675,-3.115127
-3.624616,0.131231,0.953815,0.001276,0.071675,-3.115125
-3.632551,0.131170,0.954355,0.001276,0.071675,-3.115124
-3.640487,0.131108,0.954894,0.001276,0.071675,-3.115122
-3.648425,0.131047,0.955431,0.001276,0.071674,-3.115121
-3.656364,0.130985,0.955966,0.001276,0.071674,-3.115119
-3.664304,0.130923,0.956499,0.001276,0.071674,-3.115118
-3.672246,0.130862,0.957031,0.001276,0.071674,-3.115116
-3.680188,0.130800,0.957561,0.001276,0.071674,-3.115115
-3.688132,0.130738,0.958088,0.001276,0.071674,-3.115113
-3.696077,0.130677,0.958614,0.001276,0.071674,-3.115112
-3.704024,0.130615,0.959138,0.001276,0.071673,-3.115111
-3.711971,0.130553,0.959661,0.001276,0.071673,-3.115109
-3.719920,0.130491,0.960181,0.001276,0.071673,-3.115108
-3.727870,0.130429,0.960699,0.001276,0.071673,-3.115106
-3.735821,0.130367,0.961215,0.001276,0.071673,-3.115105
-3.743773,0.130305,0.961729,0.001276,0.071673,-3.115103
-3.751727,0.130243,0.962241,0.001276,0.071673,-3.115102
-3.759681,0.130180,0.962751,0.001276,0.071672,-3.115100
-3.767637,0.130118,0.963259,0.001276,0.071672,-3.115099
-3.775594,0.130056,0.963765,0.001276,0.071672,-3.115097
-3.783552,0.129993,0.964269,0.001276,0.071672,-3.115096
-3.791511,0.129931,0.964770,0.001276,0.071672,-3.115095
-3.799472,0.129869,0.965270,0.001276,0.071672,-3.115093
-3.807433,0.129806,0.965767,0.001276,0.071672,-3.115092
-3.815395,0.129744,0.966262,0.001276,0.071671,-3.115090
-3.823359,0.129681,0.966754,0.001275,0.071671,-3.115089
-3.831323,0.129618,0.967244,0.001275,0.071671,-3.115087
-3.839289,0.129556,0.967733,0.001275,0.071671,-3.115086
-3.847256,0.129493,0.968218,0.001275,0.071671,-3.115085
-3.855224,0.129430,0.968702,0.001275,0.071671,-3.115083
-3.863193,0.129367,0.969183,0.001275,0.071671,-3.115082
-3.871162,0.129305,0.969662,0.001275,0.071671,-3.115080
-3.879133,0.129242,0.970138,0.001275,0.071670,-3.115079
-3.887105,0.129179,0.970612,0.001275,0.071670,-3.115077
-3.895078,0.129116,0.971083,0.001275,0.071670,-3.115076
-3.903052,0.129053,0.971552,0.001275,0.071670,-3.115074
-3.911027,0.128990,0.972019,0.001275,0.071670,-3.115073
-3.919003,0.128927,0.972483,0.001275,0.071670,-3.115072
-3.926980,0.128863,0.972945,0.001275,0.071670,-3.115070
-3.934958,0.128800,0.973404,0.001275,0.071670,-3.115069
-3.942937,0.128737,0.973861,0.001275,0.071669,-3.115067
-3.950916,0.128674,0.974315,0.001275,0.071669,-3.115066
-3.958897,0.128610,0.974766,0.001275,0.071669,-3.115065
-3.966879,0.128547,0.975216,0.001275,0.071669,-3.115063
-3.974861,0.128483,0.975662,0.001275,0.071669,-3.115062
-3.982845,0.128420,0.976106,0.001275,0.071669,-3.115060
-3.990829,0.128356,0.976547,0.001275,0.071669,-3.115059
-3.998815,0.128293,0.976986,0.001275,0.071669,-3.115057
-4.006801,0.128229,0.977422,0.001275,0.071668,-3.115056
-4.014788,0.128166,0.977855,0.001275,0.071668,-3.115055
-4.022776,0.128102,0.978286,0.001275,0.071668,-3.115053
-4.030765,0.128038,0.978714,0.001275,0.071668,-3.115052
-4.038755,0.127974,0.979139,0.001275,0.071668,-3.115050
-4.046746,0.127911,0.979562,0.001275,0.071668,-3.115049
-4.054738,0.127847,0.979982,0.001275,0.071668,-3.115048
-4.062730,0.127783,0.980399,0.001275,0.071668,-3.115046
-4.070723,0.127719,0.980814,0.001275,0.071668,-3.115045
-4.078717,0.127655,0.981226,0.001275,0.071667,-3.115043
-4.086712,0.127591,0.981635,0.001274,0.071667,-3.115042
-4.094708,0.127527,0.982041,0.001274,0.071667,-3.115041
-4.102705,0.127463,0.982445,0.001274,0.071667,-3.115039
-4.110702,0.127399,0.982846,0.001274,0.071667,-3.115038
-4.118701,0.127335,0.983244,0.001274,0.071667,-3.115036
-4.126700,0.127270,0.983639,0.001274,0.071667,-3.115035
-4.134700,0.127206,0.984031,0.001274,0.071667,-3.115033
-4.142700,0.127142,0.984421,0.001274,0.071667,-3.115032
-4.150702,0.127077,0.984807,0.001274,0.071667,-3.115031
-4.158704,0.127013,0.985191,0.001274,0.071666,-3.115029
-4.166707,0.126949,0.985572,0.001274,0.071666,-3.115028
-4.174711,0.126884,0.985951,0.001274,0.071666,-3.115027
-4.182715,0.126820,0.986326,0.001274,0.071666,-3.115025
-4.190721,0.126755,0.986699,0.001274,0.071666,-3.115024
-4.198727,0.126691,0.987068,0.001274,0.071666,-3.115022
-4.206733,0.126626,0.987435,0.001274,0.071666,-3.115021
-4.214741,0.126561,0.987799,0.001274,0.071666,-3.115020
-4.222749,0.126497,0.988160,0.001274,0.071666,-3.115018
-4.230758,0.126432,0.988518,0.001274,0.071666,-3.115017
-4.238768,0.126367,0.988873,0.001274,0.071666,-3.115015
-4.246778,0.126302,0.989225,0.001274,0.071665,-3.115014
-4.254790,0.126237,0.989575,0.001274,0.071665,-3.115013
-4.262801,0.126173,0.989921,0.001274,0.071665,-3.115011
-4.270814,0.126108,0.990265,0.001274,0.071665,-3.115010
-4.278827,0.126043,0.990605,0.001274,0.071665,-3.115008
-4.286841,0.125978,0.990943,0.001274,0.071665,-3.115007
-4.294856,0.125913,0.991278,0.001274,0.071665,-3.115006
-4.302871,0.125848,0.991610,0.001274,0.071665,-3.115004
-4.310887,0.125783,0.991939,0.001274,0.071665,-3.115003
-4.318904,0.125717,0.992265,0.001274,0.071665,-3.115002
-4.326921,0.125652,0.992588,0.001274,0.071665,-3.115000
-4.334939,0.125587,0.992908,0.001274,0.071665,-3.114999
-4.342958,0.125522,0.993225,0.001274,0.071664,-3.114997
-4.350977,0.125456,0.993539,0.001274,0.071664,-3.114996
-4.358997,0.125391,0.993850,0.001274,0.071664,-3.114995
-4.367017,0.125326,0.994158,0.001274,0.071664,-3.114993
-4.375039,0.125260,0.994463,0.001274,0.071664,-3.114992
-4.383060,0.125195,0.994766,0.001274,0.071664,-3.114991
-4.391083,0.125130,0.995065,0.001274,0.071664,-3.114989
-4.399106,0.125064,0.995361,0.001274,0.071664,-3.114988
-4.407129,0.124998,0.995655,0.001274,0.071664,-3.114986
-4.415154,0.124933,0.995945,0.001274,0.071664,-3.114985
-4.423179,0.124867,0.996232,0.001274,0.071664,-3.114984
-4.431204,0.124802,0.996517,0.001274,0.071664,-3.114982
-4.439230,0.124736,0.996798,0.001274,0.071664,-3.114981
-4.447257,0.124670,0.997077,0.001274,0.071663,-3.114980
-4.455284,0.124605,0.997352,0.001273,0.071663,-3.114978
-4.463312,0.124539,0.997625,0.001273,0.071663,-3.114977
-4.471340,0.124473,0.997894,0.001273,0.071663,-3.114975
-4.479369,0.124407,0.998161,0.001273,0.071663,-3.114974
-4.487399,0.124341,0.998425,0.001273,0.071663,-3.114973
-4.495429,0.124275,0.998685,0.001273,0.071663,-3.114971
-4.503460,0.124209,0.998943,0.001273,0.071663,-3.114970
-4.511491,0.124143,0.999198,0.001273,0.071663,-3.114969
-4.519523,0.124077,0.999449,0.001273,0.071663,-3.114967
-4.527555,0.124011,0.999698,0.001273,0.071663,-3.114966
-4.535588,0.123945,0.999944,0.001273,0.071663,-3.114965
-4.543622,0.123879,1.000187,0.001273,0.071663,-3.114963
-4.551655,0.123813,1.000427,0.001273,0.071663,-3.114962
-4.559690,0.123747,1.000664,0.001273,0.071663,-3.114961
-4.567725,0.123681,1.000898,0.001273,0.071663,-3.114959
-4.575761,0.123615,1.001129,0.001273,0.071662,-3.114958
-4.583797,0.123548,1.001357,0.001273,0.071662,-3.114956
-4.591833,0.123482,1.001582,0.001273,0.071662,-3.114955
-4.599870,0.123416,1.001804,0.001273,0.071662,-3.114954
-4.607908,0.123349,1.002023,0.001273,0.071662,-3.114952
-4.615946,0.123283,1.002240,0.001273,0.071662,-3.114951
-4.623985,0.123216,1.002453,0.001273,0.071662,-3.114950
-4.632024,0.123150,1.002663,0.001273,0.071662,-3.114948
-4.640063,0.123084,1.002871,0.001273,0.071662,-3.114947
-4.648103,0.123017,1.003076,0.001273,0.071662,-3.114946
-4.656144,0.122950,1.003277,0.001273,0.071662,-3.114944
-4.664185,0.122884,1.003476,0.001273,0.071662,-3.114943
-4.672227,0.122817,1.003672,0.001273,0.071662,-3.114942
-4.680269,0.122751,1.003865,0.001273,0.071662,-3.114940
-4.688311,0.122684,1.004055,0.001273,0.071662,-3.114939
-4.696354,0.122617,1.004242,0.001273,0.071662,-3.114938
-4.704397,0.122550,1.004426,0.001273,0.071662,-3.114936
-4.712441,0.122484,1.004608,0.001273,0.071662,-3.114935
-4.720486,0.122417,1.004786,0.001273,0.071662,-3.114933
-4.728530,0.122350,1.004962,0.001273,0.071662,-3.114932
-4.736576,0.122283,1.005135,0.001273,0.071661,-3.114931
-4.744621,0.122216,1.005304,0.001273,0.071661,-3.114929
-4.752668,0.122149,1.005471,0.001273,0.071661,-3.114928
-4.760714,0.122083,1.005636,0.001273,0.071661,-3.114927
-4.768761,0.122016,1.005797,0.001273,0.071661,-3.114925
-4.776809,0.121949,1.005956,0.001273,0.071661,-3.114924
-4.784856,0.121881,1.006111,0.001273,0.071661,-3.114923
-4.792905,0.121814,1.006264,0.001273,0.071661,-3.114921
-4.800954,0.121747,1.006414,0.001273,0.071661,-3.114920
-4.809003,0.121680,1.006561,0.001273,0.071661,-3.114919
-4.817052,0.121613,1.006706,0.001273,0.071661,-3.114917
-4.825102,0.121546,1.006848,0.001273,0.071661,-3.114916
-4.833153,0.121479,1.006986,0.001273,0.071661,-3.114915
-4.841204,0.121411,1.007122,0.001273,0.071661,-3.114913
-4.849255,0.121344,1.007256,0.001273,0.071661,-3.114912
-4.857306,0.121277,1.007386,0.001273,0.071661,-3.114911
-4.865359,0.121210,1.007514,0.001273,0.071661,-3.114909
-4.873411,0.121142,1.007639,0.001273,0.071661,-3.114908
-4.881464,0.121075,1.007761,0.001273,0.071661,-3.114907
-4.889517,0.121007,1.007881,0.001273,0.071661,-3.114905
-4.897571,0.120940,1.007998,0.001273,0.071661,-3.114904
-4.905625,0.120873,1.008112,0.001273,0.071661,-3.114903
-4.913679,0.120805,1.008223,0.001273,0.071661,-3.114901
-4.921734,0.120737,1.008332,0.001273,0.071661,-3.114900
-4.929789,0.120670,1.008438,0.001273,0.071661,-3.114899
-4.937845,0.120602,1.008542,0.001273,0.071661,-3.114897
-4.945901,0.120535,1.008642,0.001273,0.071661,-3.114896
-4.953957,0.120467,1.008740,0.001273,0.071661,-3.114895
-4.962014,0.120399,1.008836,0.001273,0.071661,-3.114893
-4.970071,0.120332,1.008928,0.001273,0.071661,-3.114892
-4.978128,0.120264,1.009018,0.001273,0.071661,-3.114891
-4.986186,0.120196,1.009106,0.001273,0.071660,-3.114889
-4.994244,0.120129,1.009191,0.001273,0.071660,-3.114888
-5.002303,0.120061,1.009273,0.001273,0.071660,-3.114887
-5.010362,0.119993,1.009353,0.001273,0.071660,-3.114886
-5.018421,0.119925,1.009430,0.001273,0.071660,-3.114884
-5.026480,0.119857,1.009504,0.001273,0.071660,-3.114883
-5.034540,0.119789,1.009576,0.001273,0.071660,-3.114882
-5.042601,0.119721,1.009645,0.001273,0.071660,-3.114880
-5.050661,0.119653,1.009712,0.001273,0.071660,-3.114879
-5.058722,0.119585,1.009776,0.001273,0.071660,-3.114878
-5.066784,0.119517,1.009838,0.001273,0.071660,-3.114876
-5.074845,0.119449,1.009897,0.001273,0.071660,-3.114875
-5.082907,0.119381,1.009954,0.001273,0.071660,-3.114874
-5.090970,0.119313,1.010008,0.001273,0.071660,-3.114872
-5.099032,0.119245,1.010060,0.001273,0.071660,-3.114871
-5.107095,0.119177,1.010109,0.001273,0.071660,-3.114870
-5.115159,0.119109,1.010156,0.001273,0.071660,-3.114868
-5.123222,0.119041,1.010200,0.001273,0.071660,-3.114867
-5.131286,0.118973,1.010242,0.001273,0.071660,-3.114866
-5.139350,0.118904,1.010282,0.001273,0.071660,-3.114864
-5.147415,0.118836,1.010319,0.001273,0.071660,-3.114863
-5.155480,0.118768,1.010354,0.001273,0.071660,-3.114862
-5.163545,0.118699,1.010386,0.001273,0.071660,-3.114860
-5.171611,0.118631,1.010416,0.001273,0.071660,-3.114859
-5.179677,0.118563,1.010443,0.001273,0.071660,-3.114858
-5.187743,0.118494,1.010468,0.001273,0.071660,-3.114857
-5.195809,0.118426,1.010491,0.001273,0.071660,-3.114855
-5.203876,0.118357,1.010512,0.001273,0.071660,-3.114854
-5.211943,0.118289,1.010530,0.001273,0.071660,-3.114853
-5.220011,0.118221,1.010546,0.001273,0.071660,-3.114851
-5.228079,0.118152,1.010559,0.001273,0.071660,-3.114850
-5.236147,0.118084,1.010570,0.001273,0.071660,-3.114849
-5.244215,0.118015,1.010579,0.001273,0.071660,-3.114847
-5.252284,0.117946,1.010586,0.001273,0.071660,-3.114846
-5.260352,0.117878,1.010590,0.001273,0.071660,-3.114845
-5.268422,0.117809,1.010593,0.001273,0.071660,-3.114843
-5.276491,0.117740,1.010593,0.001273,0.071660,-3.114842
-5.284561,0.117672,1.010590,0.001273,0.071660,-3.114841
-5.292631,0.117603,1.010586,0.001273,0.071660,-3.114839
-5.300702,0.117534,1.010579,0.001273,0.071660,-3.114838
-5.308772,0.117466,1.010570,0.001273,0.071660,-3.114837
-5.316843,0.117397,1.010559,0.001273,0.071660,-3.114836
-5.324914,0.117328,1.010546,0.001273,0.071660,-3.114834
-5.332986,0.117259,1.010531,0.001273,0.071660,-3.114833
-5.341058,0.117190,1.010513,0.001273,0.071660,-3.114832
-5.349130,0.117121,1.010494,0.001273,0.071660,-3.114830
-5.357202,0.117053,1.010472,0.001273,0.071660,-3.114829
-5.365275,0.116984,1.010449,0.001273,0.071660,-3.114828
-5.373348,0.116915,1.010423,0.001273,0.071660,-3.114826
-5.381421,0.116846,1.010395,0.001273,0.071660,-3.114825
-5.389494,0.116777,1.010365,0.001273,0.071660,-3.114824
-5.397568,0.116708,1.010333,0.001273,0.071660,-3.114823
-5.405642,0.116639,1.010299,0.001273,0.071660,-3.114821
-5.413716,0.116570,1.010263,0.001273,0.071660,-3.114820
-5.421791,0.116501,1.010225,0.001273,0.071660,-3.114819
-5.429866,0.116432,1.010185,0.001273,0.071660,-3.114817
-5.437941,0.116362,1.010143,0.001273,0.071660,-3.114816
-5.446016,0.116293,1.010099,0.001273,0.071660,-3.114815
-5.454092,0.116224,1.010053,0.001273,0.071660,-3.114813
-5.462167,0.116155,1.010005,0.001273,0.071660,-3.114812
-5.470244,0.116086,1.009956,0.001273,0.071660,-3.114811
-5.478320,0.116016,1.009904,0.001273,0.071660,-3.114810
-5.486397,0.115947,1.009851,0.001273,0.071660,-3.114808
-5.494473,0.115878,1.009795,0.001273,0.071660,-3.114807
-5.502551,0.115809,1.009738,0.001273,0.071660,-3.114806
-5.510628,0.115739,1.009679,0.001273,0.071660,-3.114804
-5.518706,0.115670,1.009618,0.001273,0.071660,-3.114803
-5.526783,0.115601,1.009555,0.001273,0.071660,-3.114802
-5.534862,0.115531,1.009490,0.001273,0.071660,-3.114800
-5.542940,0.115462,1.009424,0.001273,0.071660,-3.114799
-5.551019,0.115392,1.009356,0.001273,0.071660,-3.114798
-5.559097,0.115323,1.009286,0.001273,0.071660,-3.114797
-5.567177,0.115253,1.009214,0.001273,0.071660,-3.114795
-5.575256,0.115184,1.009141,0.001273,0.071660,-3.114794
-5.583335,0.115114,1.009066,0.001273,0.071660,-3.114793
-5.591415,0.115045,1.008989,0.001273,0.071660,-3.114791
-5.599495,0.114975,1.008910,0.001273,0.071660,-3.114790
-5.607576,0.114906,1.008830,0.001273,0.071660,-3.114789
-5.615656,0.114836,1.008748,0.001273,0.071660,-3.114788
-5.623737,0.114766,1.008664,0.001273,0.071660,-3.114786
-5.631818,0.114697,1.008579,0.001273,0.071660,-3.114785
-5.639899,0.114627,1.008492,0.001273,0.071660,-3.114784
-5.647981,0.114557,1.008404,0.001273,0.071660,-3.114782
-5.656063,0.114488,1.008314,0.001273,0.071660,-3.114781
-5.664145,0.114418,1.008222,0.001273,0.071661,-3.114780
-5.672227,0.114348,1.008129,0.001273,0.071661,-3.114778
-5.680309,0.114279,1.008034,0.001273,0.071661,-3.114777
-5.688392,0.114209,1.007937,0.001273,0.071661,-3.114776
-5.696475,0.114139,1.007839,0.001273,0.071661,-3.114775
-5.704558,0.114069,1.007740,0.001273,0.071661,-3.114773
-5.712641,0.113999,1.007639,0.001273,0.071661,-3.114772
-5.720725,0.113929,1.007537,0.001273,0.071661,-3.114771
-5.728809,0.113859,1.007433,0.001273,0.071661,-3.114769
-5.736893,0.113790,1.007327,0.001273,0.071661,-3.114768
-5.744977,0.113720,1.007221,0.001273,0.071661,-3.114767
-5.753062,0.113650,1.007112,0.001273,0.071661,-3.114766
-5.761146,0.113580,1.007003,0.001273,0.071661,-3.114764
-5.769231,0.113510,1.006892,0.001273,0.071661,-3.114763
-5.777316,0.113440,1.006779,0.001273,0.071661,-3.114762
-5.785402,0.113370,1.006665,0.001273,0.071661,-3.114760
-5.793487,0.113300,1.006550,0.001273,0.071661,-3.114759
-5.801573,0.113229,1.006434,0.001273,0.071661,-3.114758
-5.809659,0.113159,1.006316,0.001273,0.071661,-3.114757
-5.817745,0.113089,1.006196,0.001273,0.071661,-3.114755
-5.825832,0.113019,1.006076,0.001273,0.071661,-3.114754
-5.833919,0.112949,1.005954,0.001273,0.071661,-3.114753
-5.842005,0.112879,1.005831,0.001273,0.071661,-3.114751
-5.850093,0.112809,1.005707,0.001273,0.071661,-3.114750
-5.858180,0.112738,1.005581,0.001273,0.071661,-3.114749
-5.866267,0.112668,1.005454,0.001273,0.071661,-3.114748
-5.874355,0.112598,1.005326,0.001273,0.071661,-3.114746
-5.882443,0.112528,1.005197,0.001273,0.071661,-3.114745
-5.890531,0.112457,1.005066,0.001273,0.071661,-3.114744
-5.898620,0.112387,1.004935,0.001273,0.071661,-3.114742
-5.906708,0.112317,1.004802,0.001273,0.071661,-3.114741
-5.914797,0.112246,1.004668,0.001273,0.071661,-3.114740
-5.922886,0.112176,1.004533,0.001273,0.071661,-3.114739
-5.930975,0.112106,1.004397,0.001273,0.071661,-3.114737
-5.939065,0.112035,1.004259,0.001273,0.071661,-3.114736
-5.947154,0.111965,1.004121,0.001273,0.071661,-3.114735
-5.955244,0.111894,1.003981,0.001273,0.071661,-3.114734
-5.963334,0.111824,1.003841,0.001273,0.071661,-3.114732
-5.971425,0.111753,1.003699,0.001273,0.071662,-3.114731
-5.979515,0.111683,1.003556,0.001273,0.071662,-3.114730
-5.987606,0.111612,1.003413,0.001273,0.071662,-3.114728
-5.995697,0.111542,1.003268,0.001273,0.071662,-3.114727
-6.003788,0.111471,1.003122,0.001273,0.071662,-3.114726
-6.011879,0.111401,1.002976,0.001273,0.071662,-3.114725
-6.019971,0.111330,1.002828,0.001273,0.071662,-3.114723
-6.028062,0.111259,1.002679,0.001273,0.071662,-3.114722
-6.036154,0.111189,1.002530,0.001273,0.071662,-3.114721
-6.044246,0.111118,1.002379,0.001273,0.071662,-3.114719
-6.052339,0.111047,1.002228,0.001273,0.071662,-3.114718
-6.060431,0.110977,1.002076,0.001273,0.071662,-3.114717
-6.068524,0.110906,1.001922,0.001273,0.071662,-3.114716
-6.076617,0.110835,1.001768,0.001273,0.071662,-3.114714
-6.084710,0.110765,1.001613,0.001273,0.071662,-3.114713
-6.092803,0.110694,1.001458,0.001273,0.071662,-3.114712
-6.100897,0.110623,1.001301,0.001273,0.071662,-3.114711
-6.108990,0.110552,1.001144,0.001273,0.071662,-3.114709
-6.117084,0.110481,1.000985,0.001273,0.071662,-3.114708
-6.125178,0.110410,1.000826,0.001273,0.071662,-3.114707
-6.133273,0.110340,1.000667,0.001273,0.071662,-3.114705
-6.141367,0.110269,1.000506,0.001273,0.071662,-3.114704
-6.149462,0.110198,1.000345,0.001273,0.071662,-3.114703
-6.157557,0.110127,1.000183,0.001273,0.071662,-3.114702
-6.165652,0.110056,1.000020,0.001273,0.071662,-3.114700
-6.173747,0.109985,0.999857,0.001273,0.071662,-3.114699
-6.181842,0.109914,0.999693,0.001273,0.071662,-3.114698
-6.189938,0.109843,0.999528,0.001273,0.071662,-3.114697
-6.198034,0.109772,0.999362,0.001273,0.071662,-3.114695
-6.206130,0.109701,0.999196,0.001273,0.071663,-3.114694
-6.214226,0.109630,0.999029,0.001273,0.071663,-3.114693
-6.222323,0.109559,0.998862,0.001273,0.071663,-3.114691
-6.230419,0.109488,0.998694,0.001273,0.071663,-3.114690
-6.238516,0.109417,0.998525,0.001273,0.071663,-3.114689
-6.246613,0.109346,0.998356,0.001273,0.071663,-3.114688
-6.254710,0.109275,0.998186,0.001273,0.071663,-3.114686
-6.262808,0.109203,0.998016,0.001273,0.071663,-3.114685
-6.270905,0.109132,0.997845,0.001273,0.071663,-3.114684
-6.279003,0.109061,0.997674,0.001273,0.071663,-3.114683
-6.287101,0.108990,0.997502,0.001273,0.071663,-3.114681
-6.295199,0.108919,0.997329,0.001273,0.071663,-3.114680
-6.303298,0.108848,0.997156,0.001273,0.071663,-3.114679
-6.311396,0.108776,0.996983,0.001273,0.071663,-3.114677
-6.319495,0.108705,0.996809,0.001273,0.071663,-3.114676
-6.327594,0.108634,0.996634,0.001273,0.071663,-3.114675
-6.335693,0.108562,0.996460,0.001273,0.071663,-3.114674
-6.343792,0.108491,0.996284,0.001273,0.071663,-3.114672
-6.351892,0.108420,0.996109,0.001273,0.071663,-3.114671
