x,y,z,roll,pitch,yaw
0.005307,-0.000000,0.085717,0.000001,-0.069722,-3.141586
0.005307,-0.000000,0.085717,0.000001,-0.069721,-3.141586
0.005306,-0.000000,0.085717,0.000001,-0.069721,-3.141586
0.005306,-0.000000,0.085717,0.000001,-0.069721,-3.141586
0.005306,-0.000000,0.085717,0.000001,-0.069720,-3.141586
0.005306,-0.000000,0.085717,0.000001,-0.069720,-3.141586
0.005306,-0.000000,0.085717,0.000001,-0.069720,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069719,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069719,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069719,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069718,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069718,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069718,-3.141586
0.005306,-0.000000,0.085718,0.000001,-0.069717,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069717,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069716,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069716,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069716,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069715,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069715,-3.141586
0.005306,-0.000000,0.085719,0.000001,-0.069715,-3.141586
0.005306,-0.000000,0.085720,0.000001,-0.069714,-3.141586
0.005306,-0.000000,0.085720,0.000001,-0.069714,-3.141586
0.005306,-0.000000,0.085720,0.000001,-0.069713,-3.141586
0.005306,-0.000000,0.085720,0.000001,-0.069713,-3.141586
0.005306,-0.000000,0.085720,0.000001,-0.069713,-3.141586
0.005306,-0.000000,0.085720,0.000001,-0.069712,-3.141586
0.005306,-0.000000,0.085721,0.000001,-0.069712,-3.141586
0.005306,-0.000000,0.085721,0.000001,-0.069711,-3.141586
0.005306,-0.000000,0.085721,0.000001,-0.069711,-3.141586
0.005306,-0.000000,0.085721,0.000001,-0.069710,-3.141586
0.005306,-0.000000,0.085721,0.000001,-0.069710,-3.141586
0.005306,-0.000000,0.085721,0.000001,-0.069710,-3.141586
0.005306,-0.000000,0.085722,0.000001,-0.069709,-3.141586
0.005306,-0.000000,0.085722,0.000001,-0.069709,-3.141586
0.005306,-0.000000,0.085722,0.000001,-0.069708,-3.141586
0.005306,-0.000000,0.085722,0.000001,-0.069708,-3.141586
0.005306,-0.000000,0.085722,0.000001,-0.069707,-3.141586
0.005306,-0.000000,0.085722,0.000001,-0.069707,-3.141586
0.005306,-0.000000,0.085723,0.000001,-0.069707,-3.141586
0.005306,-0.000000,0.085723,0.000001,-0.069706,-3.141586
0.005306,-0.000000,0.085723,0.000001,-0.069706,-3.141586
0.005306,-0.000000,0.085723,0.000001,-0.069705,-3.141586
0.005305,-0.000000,0.085723,0.000001,-0.069705,-3.141586
0.005305,-0.000000,0.085723,0.000001,-0.069704,-3.141586
0.005305,-0.000000,0.085724,0.000001,-0.069704,-3.141586
0.005305,-0.000000,0.085724,0.000001,-0.069703,-3.141586
0.005305,-0.000000,0.085724,0.000001,-0.069703,-3.141586
0.005305,-0.000000,0.085724,0.000001,-0.069702,-3.141586
0.005305,-0.000000,0.085724,0.000001,-0.069702,-3.141586
0.005305,-0.000000,0.085725,0.000001,-0.069702,-3.141586
0.005305,-0.000000,0.085725,0.000001,-0.069701,-3.141586
0.005305,-0.000000,0.085725,0.000001,-0.069701,-3.141586
0.005305,-0.000000,0.085725,0.000001,-0.069700,-3.141586
0.005305,-0.000000,0.085725,0.000001,-0.069700,-3.141586
0.005305,-0.000000,0.085726,0.000001,-0.069699,-3.141586
0.005305,-0.000000,0.085726,0.000001,-0.069699,-3.141586
0.005305,-0.000000,0.085726,0.000001,-0.069698,-3.141586
0.005305,-0.000000,0.085726,0.000001,-0.069698,-3.141586
0.005305,-0.000000,0.085726,0.000001,-0.069697,-3.141586
0.005305,-0.000000,0.085726,0.000001,-0.069697,-3.141586
0.005305,-0.000000,0.085727,0.000001,-0.069696,-3.141586
0.005305,-0.000000,0.085727,0.000001,-0.069696,-3.141586
0.005305,-0.000000,0.085727,0.000001,-0.069695,-3.141586
0.005305,-0.000000,0.085727,0.000001,-0.069695,-3.141586
0.005305,-0.000000,0.085727,0.000001,-0.069694,-3.141586
0.005305,-0.000000,0.085728,0.000001,-0.069694,-3.141586
0.005305,-0.000000,0.085728,0.000001,-0.069693,-3.141586
0.005305,-0.000000,0.085728,0.000001,-0.069693,-3.141586
0.005305,-0.000000,0.085728,0.000001,-0.069692,-3.141586
0.005305,-0.000000,0.085729,0.000001,-0.069691,-3.141586
0.005305,-0.000000,0.085729,0.000001,-0.069691,-3.141586
